ACC,Cell membrane,Cytoplasm,Endoplasmic reticulum,Golgi apparatus,Lysosome/Vacuole,Mitochondrion,Nucleus,Peroxisome
P42696,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q96PP8,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Q9NPB9,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Q91ZF0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P63272,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9H814,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
P55058,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
O08573,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q15582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9Z247,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q76N32,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q2TBA0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9Y2N7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q0VBL6-2,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
O14896,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P97431,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9UGM6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Q14694,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P42932,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P50990,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
F1Q8C3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q9JMG3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q53AQ4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P08684,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
O54709,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9YGJ8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q14CZ7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
O73622,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9DAG6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q96AY2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
P61077,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
P35129,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
P51668,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8MT06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
P51553,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Q9BY64,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Q9NZD2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q17RY6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8BX46,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q16739,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Q9R0E0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Q7TNV1-3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
P15260,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O43866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P70158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O11780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P00505,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P00507,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P05202,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8K4Z6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9NZD4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P78310-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P78310-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P78310,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P78310-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B1B213,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8TAV3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
O60393,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
P23945,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P13208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P00508,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Q61161,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
P13437,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P42765,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Q04499,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Q9H4H8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9BZM1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q6IN84,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Q19Q52,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
O43812,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q15084,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q9NVA1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
O70513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q07797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q95PZ0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
P30550,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q969T9,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9W429,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
O01767,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
O61789,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
O15393,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q5VZF2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q5TA31,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9H3S1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A2AS55,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q53QW1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8WVY7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q8IYW5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
P07471,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P54845,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q8N2Q7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9GZV8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q62178,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8K1P8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9BRK3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9BT92,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Q6RFH8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9UBX2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9UBX2-2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
P01732-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P01732,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D3ZKT0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Q9UHK6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Q5XJY4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P36021,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9Z0J6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P20821,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Q99M04,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P51154,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Q9UL26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
P35285,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Q8CGQ8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8IWF6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Q9VFJ3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P70473,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Q20924,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9H4E7,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q8C2K1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q3B7D0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
A4D1B5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Q1L6U9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q23288,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9BX67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9H0U6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P34914,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q2TA12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Q9Y3U8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q96E29,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Q91YD3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q70VB1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q5DTY9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P20905,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8WXF8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
P28776,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
O43395,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q86W50,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9BZB8,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q8BGW0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
B1P0S1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P09031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P04002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8IXQ9,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Q8N205,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9QYB1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P15383,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O42227,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
P05177,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
F1QXD3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Q9D8B7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q6P1Q0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P81172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q5EE01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9EQ21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q60560,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9WUE3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
P11672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9NYP3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
P41595,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P56202,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q61169,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q92908,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q2WEN9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9NUL7,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Q13573,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
P43267,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q96JY6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q6AYD6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q96I51,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Q9UPV9,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
Q9Y375,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Q9NVV5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8CII8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q8WXB1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q92484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8R361,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
C7G3A0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
P0C606,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q6IVY4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8K330,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
I6V1W0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q8VC90,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
P39210,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Q3U284,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9W4S7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
O54695,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q24418,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P53041,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
P53042,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q60676,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q5F289,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q86W26,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q86UW9,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9P0P8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Q5U4F6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q3KQP7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q08357,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q99661,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q53TN4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q3TNL8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9UBQ5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q96A37,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8IWB1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q15070,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P97801,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9HAF1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q53F39,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Q8T4F7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9W3Y4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
O02036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q7TNG8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
O75880,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P50591,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P0CB20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q17QL5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Q8VEK0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Q9Y3B4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q6P2H3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
P21550,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P25704,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q06609,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
Q08297,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q23978,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P50542,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Q920N5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Q8IXH8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q16637,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q7TSE6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8ND90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q7TPG8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q7Z5A9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P07150,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P10107,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P51662,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
P19619,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
P46193,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P04083,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
P43136,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
P10588,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
P42232,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9GKE7,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
P51795,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
O95832,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O88551,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P56745,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P45890,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
P15531,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
P16109,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q62739,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9GZT9,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q96DG6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9H4Z3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
O77410,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
O43283,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q95X94,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9BG98-4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
O60716-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q8TCY5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q4U0Y4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q6PDU5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q6ZXV5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
P22392,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9P0J6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P04925,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Q94547,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q99P25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8NBW4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Q12904,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q5ISE2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8C838,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
F6RG56,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Q8R4F0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Q9BUF7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8CJ67,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Q2MHH0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
O43390,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9CQD1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
P18066,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Q22495,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8NAV1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q7JVL3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
O43148,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
P52174,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P52175,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
O95471,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9Z1L1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9ET38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P09483,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9VA70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q13191,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q3TTA7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8K4S7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9BZJ7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Q52KF3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9VEX9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9H3L0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Q96EK5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9I8W5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
P51798,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
O70496,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
O16011,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
P0DQJ1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P0DQI8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P60893,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
O00421,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C0HLN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9NUN7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
O35988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8K1Q4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P56818,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Q8IXM6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q14684,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q7L5A8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q5MPP0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q86UT8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9H1E1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O09127,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Q61420,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
P31431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q96S16,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
P46549,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9H8H2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
O60427,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
A4UVI1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Q9BVQ7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9UKS6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q99JB8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q96G04,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9H0R5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
P32456,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Q6UXY1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P09669,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P20414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P30120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P01033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P49061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O88869,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Q05655,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
P09215,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9UKA1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9CY02,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P25189,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P37091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P51170,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8K4K7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P97737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1Z7A8-2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9C0K1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Q5FVQ0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q91W10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q3HNG7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
P78537,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Q00193,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q18891,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
G5EFA2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
P53801,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q6UW56,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
P61764,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P30044-2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
P78423,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q15785,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Q9BTX3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
P15308,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q99J79,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9VNS0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q60779,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
